orderCode;serviceCode;subService;serviceId
1000009593;TL;;12489
1000009592;GO;;5462
1000009591;GO;;5461
1000009590;TL;;12488
1000009589;CO;;5501
1000009588;TK;;5000021
1000009587;TL;;12487
1000009586;TK;;5000020
1000009585;TL;;12486
1000009584;HO;;CM_VNLINK5021
1000009583;TL;;12485
1000009582;TL;;12484
1000009581;TL;;12483
1000009580;TL;;12482
1000009579;TL;;12481
1000009562;TL;;12464
1000009561;TL;;12463
1000009560;TL;;12462
1000009559;TL;;12461
1000009541;TK;;5000010
1000009540;TK;;5000008
1000009539;CO;;5481
1000009538;TK;;5000007
1000009537;HO;;CM_VNLINK5006
1000009536;FI;;117229
1000009535;TL;;12442
1000009534;GA;;2582
1000009533;GO;;5459
1000009532;GO;;5458
1000009531;HO;;CM_VNLINK5005
1000009530;TL;;12441
1000009529;TL;;12440
1000009528;FI;;117218
1000009527;TL;;12439
1000009526;TL;;12438
1000009525;TL;;12437
1000009524;GA;;2581
1000009523;TL;;12436
1000009522;TL;;12435
1000009521;FI;;117213
1000009520;GA;;2580
1000009519;FI;;117203
1000009518;HO;;CM_VNLINK5004
1000009517;HO;;CM_VNLINK5003
1000009516;GA;;2579
1000009515;FI;;117195
1000009514;FI;;117175
1000009514;FI;;117185
1000009513;HO;;CM_VNLINK5001
1000009513;HO;;CM_VNLINK5002
1000009512;BU;;2983
1000009511;FI;;117170
1000009510;TL;;12434
1000009509;TL;;12433
1000009508;TL;;12432
1000009507;FI;;117159
1000009507;FI;;117146
1000009506;FI;;117133
1000009506;FI;;117121
1000009505;FI;;117103
1000009505;FI;;117112
1000009504;FI;;117083
1000009504;FI;;117093
1000009503;FI;;117073
1000009503;FI;;117078
1000009502;FI;;117051
1000009502;FI;;117062
1000009501;FI;;117039
1000009501;FI;;117045
1000009500;FI;;117021
1000009500;FI;;117030
1000009499;FI;;117015
1000009498;GA;;2578
1000009497;FI;;117009
1000009497;FI;;117003
1000009496;FI;;116997
1000009495;FI;;116991
1000009494;FI;;116981
1000009493;FI;;116969
1000009493;FI;;116975
1000009492;FI;;116964
1000009491;FI;;116959
1000009490;FI;;116953
1000009489;GO;;5457
1000009488;BU;;2982
1000009487;FI;;116948
1000009486;FI;;116943
1000009485;GO;;5456
1000009484;FI;;116938
1000009483;GO;;5455
1000009482;FI;;116933
1000009481;FI;;116928
1000009480;FI;;116923
1000009479;FI;;116918
1000009478;FI;;116913
1000009477;FI;;116908
1000009476;FI;;116899
1000009476;FI;;116890
1000009475;FI;;116885
1000009474;FI;;116873
1000009474;FI;;116861
1000009473;FI;;116856
1000009472;BU;;2981
1000009471;TL;;12431
1000009470;FI;;116850
1000009469;GO;;5454
1000009468;GO;;5453
1000009467;GO;;5452
1000009466;TL;;12430
1000009465;FI;;116845
1000009464;TL;;12429
1000009463;TL;;12428
1000009462;FI;;116840
1000009461;GA;;2577
1000009460;GA;;2576
1000009459;GA;;2575
1000009458;GO;;5451
1000009457;GA;;2574
1000009456;GA;;2573
1000009455;FI;;116834
1000009454;GO;;5450
1000009453;GA;;2572
1000009452;GA;;2571
1000009451;TL;;12427
1000009450;GO;;5449
1000009449;GA;;2570
1000009448;GO;;5448
1000009447;GO;;5447
1000009446;GO;;5446
1000009445;TL;;12426
1000009444;TL;;12425
1000009443;TK;;5000006
1000009442;TL;;12424
1000009441;TL;;12423
1000009440;TL;;12422
1000009439;TK;;5000005
1000009438;FI;;116829
1000009437;TK;;5000004
1000009436;GA;;2569
1000009435;TL;;12421
1000009434;TL;;12420
1000009433;TL;;12419
1000009432;TL;;12418
1000009431;TL;;12417
1000009430;TL;;12416
1000009429;TL;;12415
1000009428;TL;;12414
1000009427;TL;;12413
1000009426;TL;;12412
1000009425;TL;;12411
1000009424;TL;;12410
1000009423;TL;;12409
1000009422;TL;;12408
1000009421;FI;;116804
1000009421;FI;;116817
1000009420;TL;;12407
1000009419;FI;;116794
1000009419;FI;;116799
1000009418;TL;;12406
1000009417;TL;;12405
1000009416;TL;;12404
1000009415;TL;;12403
1000009414;TL;;12402
1000009413;TL;;12401
1000009412;TL;;12400
1000009411;HO;;CM_VNLINK4990
1000009410;TL;;12399
1000009409;GA;;2568
1000009408;XE;;165
1000009407;FI;;116789
1000009406;TK;;5000003
1000009405;TL;;12398
1000009404;TL;;12397
1000009403;HO;;CM_VNLINK4989
1000009402;TL;;12396
1000009401;TK;;5000002
1000009400;TL;;12395
1000009399;FI;;116784
1000009398;GO;;5445
1000009398;GO;;5444
1000009397;TL;;12394
1000009396;TK;;5000001
1000009395;TL;;12393
1000009394;TL;;12392
1000009393;TL;;12391
1000009392;TL;;12390
1000009391;TK;;5000000
1000009390;TK;;118
1000009389;HO;;CM_VNLINK4988
1000009388;HO;;CM_VNLINK4987
1000009387;HO;;CM_VNLINK4986
1000009386;TL;;12389
1000009385;TL;;12387
1000009384;TL;;12386
1000009383;GA;;2567
1000009382;TL;;12385
1000009381;FI;;116779
1000009380;GA;;2566
1000009379;GA;;2565
1000009378;TL;;12384
1000009377;TL;;12383
1000009376;TL;;12382
1000009375;TK;;117
1000009374;TK;;116
1000009373;FI;;116770
1000009373;FI;;116760
1000009372;TK;;115
1000009371;TL;;12381
1000009370;TL;;12380
1000009369;TL;;12379
1000009368;TL;;12378
1000009367;TK;;114
1000009366;TL;;12377
1000009365;TK;;113
1000009364;FI;;116733
1000009364;FI;;116747
1000009363;TK;;112
1000009362;TK;;111
1000009361;TK;;110
1000009360;FI;;116711
1000009359;GO;;5443
1000009358;TK;;109
1000009357;TK;;108
1000009356;TL;;12376
1000009355;TL;;12375
1000009354;TK;;107
1000009353;TL;;12374
1000009352;TL;;12373
1000009351;TK;;106
1000009350;FI;;116705
1000009349;TK;;105
1000009348;TL;;12372
1000009347;TL;;12371
1000009346;TL;;12370
1000009345;TL;;12369
1000009344;TL;;12368
1000009343;TL;;12367
1000009342;TL;;12366
1000009341;TL;;12365
1000009340;TL;;12364
1000009339;HO;;CM_VNLINK4985
1000009338;TL;;12363
1000009337;TL;;12362
1000009336;TL;;12361
1000009335;TL;;12360
1000009334;TL;;12359
1000009333;TL;;12358
1000009332;TK;;104
1000009331;TK;;103
1000009330;TK;;102
1000009329;TL;;12357
1000009328;TL;;12356
1000009327;TL;;12355
1000009326;TK;;101
1000009325;FI;;116700
1000009324;TL;;12354
1000009323;TL;;12353
1000009322;GA;;2564
1000009321;TL;;12352
1000009320;TL;;12351
1000009319;TL;;12350
1000009318;TL;;12349
1000009317;TL;;12348
1000009316;TL;;12347
1000009315;TL;;12346
1000009314;HO;;CM_VNLINK4984
1000009313;FI;;116690
1000009312;TK;;100
1000009311;TK;;99
1000009310;TK;;98
1000009309;TK;;97
1000009308;TK;;96
1000009307;TK;;95
1000009306;TK;;94
1000009305;TK;;93
1000009304;TK;;92
1000009303;HO;;CM_VNLINK4983
1000009302;HO;;CM_VNLINK4982
1000009301;TK;;91
1000009300;HO;;CM_VNLINK4981
1000009299;GA;;2563
1000009298;TK;;90
1000009297;TK;;89
1000009296;TK;;88
1000009295;TL;;12345
1000009294;TK;;87
1000009293;TK;;86
1000009292;TK;;85
1000009291;TK;;84
1000009290;TL;;12344
1000009289;TL;;12343
1000009288;TK;;83
1000009287;TL;;12342
1000009286;TL;;12341
1000009285;TL;;12340
1000009284;TL;;12339
1000009283;FI;;116685
1000009282;TL;;12338
1000009281;TL;;12337
1000009280;TL;;12336
1000009279;TK;;82
1000009278;GA;;2562
1000009277;TK;;81
1000009276;TK;;80
1000009275;TK;;79
1000009274;TL;;12335
1000009273;TK;;78
1000009272;GA;;2561
1000009271;TK;;77
1000009270;TL;;12334
1000009269;TL;;12333
1000009268;TL;;12332
1000009267;TL;;12331
1000009266;TL;;12330
1000009265;TL;;12329
1000009264;TL;;12328
1000009263;TK;;76
1000009262;TK;;75
1000009261;TK;;74
1000009260;FI;;116680
1000009259;TK;;73
1000009258;TK;;72
1000009257;TK;;71
1000009256;TK;;70
1000009255;TK;;69
1000009254;TL;;12327
1000009253;TL;;12326
1000009252;BU;;2961
1000009251;GO;;5442
1000009251;GO;;5441
1000009250;TK;;68
1000009249;TK;;67
1000009248;TL;;12325
1000009247;TL;;12324
1000009246;TK;;66
1000009245;TL;;12323
1000009244;TL;;12322
1000009243;TK;;65
1000009242;TK;;64
1000009241;TK;;63
1000009240;TK;;62
1000009239;TK;;61
1000009234;HO;;CM_VNLINK4965
1000009233;HO;;CM_VNLINK4964
1000009232;GA;;2543
1000009231;FI;;116655
1000009231;FI;;116660
1000009230;FI;;116650
1000009229;GA;;2542
1000009228;FI;;116645
1000009228;FI;;116640
1000009227;GO;;5422
1000009226;FI;;116635
1000009225;HO;;CM_VNLINK4963
1000009224;GO;;5421
1000009223;HO;;CM_VNLINK4962
1000009222;GA;;2541
1000009221;FI;;116630
1000009221;FI;;116625
1000009220;FI;;116620
1000009219;HO;;CM_VNLINK4961
1000009215;GA;;2522
1000009214;GO;;5404
1000009213;HO;;CM_VNLINK4953
1000009212;GO;;5403
1000009211;FI;;116596
1000009210;HO;;CM_VNLINK4952
1000009209;HO;;CM_VNLINK4951
1000009208;GO;;5402
1000009207;HO;;CM_VNLINK4950
1000009206;GA;;2521
1000009205;HO;;CM_VNLINK4949
1000009204;FI;;116586
1000009204;FI;;116591
1000009203;FI;;116581
1000009202;GO;;5401
1000009201;HO;;CM_VNLINK4948
1000009200;FI;;116576
1000009199;FI;;116571
1000009198;FI;;116566
1000009197;TK;;43
1000009196;TK;;42
1000009195;TK;;41
1000009194;TL;;12312
1000009193;FI;;116561
1000009192;TL;;12311
1000009191;TL;;12310
1000009190;FI;;116556
1000009189;FI;;116551
1000009188;BU;;2946
1000009187;FI;;116546
1000009186;FI;;116541
1000009185;FI;;116536
1000009184;TL;;12308
1000009183;FI;;116531
1000009182;FI;;116526
1000009181;BU;;2941
1000009180;TL;;12307
1000009179;TL;;12306
1000009178;FI;;116521
1000009177;FI;;116516
1000009176;HO;;CM_VNLINK4947
1000009175;GO;;5395
1000009174;TL;;12305
1000009173;GA;;2512
1000009172;GO;;5394
1000009171;GA;;2511
1000009170;GA;;2510
1000009169;GO;;5393
1000009168;HO;;CM_VNLINK4946
1000009167;GO;;5392
1000009166;FI;;116510
1000009165;HO;;CM_VNLINK4944
1000009165;HO;;CM_VNLINK4945
1000009164;HO;;CM_VNLINK4943
1000009163;HO;;CM_VNLINK4942
1000009162;FI;;116500
1000009162;FI;;116505
1000009161;TL;;12304
1000009160;TL;;12303
1000009159;FI;;116495
1000009158;FI;;116490
1000009157;FI;;116485
1000009156;FI;;116480
1000009155;GO;;5391
1000009154;TL;;12302
1000009153;TL;;12301
1000009152;TL;;12300
1000009151;FI;;116475
1000009150;HO;;CM_VNLINK4941
1000009149;GA;;2509
1000009148;GA;;2508
1000009147;FI;;116470
1000009146;FI;;116465
1000009145;FI;;116460
1000009144;GA;;2507
1000009143;GA;;2506
1000009142;TK;;24
1000009141;GO;;5390
1000009140;BU;;2923
1000009139;TL;;12299
1000009138;TL;;12298
1000009136;FI;;116455
1000009135;GO;;5389
1000009134;BU;;2922
1000009133;GA;;2505
1000009132;FI;;116445
1000009132;FI;;116450
1000009131;FI;;116440
1000009130;GO;;5388
1000009129;HO;;CM_VNLINK4924
1000009128;GO;;5387
1000009127;TL;;12297
1000009126;GA;;2504
1000009125;GA;;2503
1000009124;FI;;116430
1000009123;TL;;12296
1000009122;TL;;12295
1000009121;TL;;12294
1000009120;TL;;12293
1000009119;TL;;12292
1000009118;TL;;12291
1000009117;HO;;CM_VNLINK4923
1000009116;HO;;CM_VNLINK4922
1000009115;TL;;12290
1000009114;GA;;2502
1000009113;TL;;12289
1000009112;GA;;2501
1000009111;TL;;12288
1000009110;GO;;5386
1000009109;TL;;12287
1000009108;TL;;12286
1000009107;TL;;12285
1000009106;TL;;12284
1000009105;TL;;12283
1000009104;CO;;5461
1000009103;TL;;12282
1000009102;GO;;5385
1000009101;TL;;12281
1000009100;BU;;2921
1000009099;TL;;12280
1000009098;TL;;12279
1000009097;TL;;12278
1000009096;TL;;12277
1000009095;TL;;12276
1000009094;TL;;12275
1000009093;TL;;12274
1000009092;TL;;12273
1000009091;TL;;12272
1000009090;TL;;12271
1000009089;HO;;CM_VNLINK4921
1000009088;GO;;5384
1000009087;GO;;5383
1000009086;GO;;5382
1000009085;TL;;12270
1000009084;GO;;5381
1000009083;TL;;12269
1000009082;TL;;12268
1000009081;TL;;12267
1000009080;FI;;116425
1000009079;TL;;12266
1000009078;TL;;12265
1000009077;TL;;12264
1000009076;TL;;12263
1000009075;TL;;12262
1000009074;TL;;12261
1000009073;GA;;2494
1000009072;GA;;2493
1000009071;GA;;2492
1000009070;GA;;2491
1000009069;GA;;2490
1000009068;GA;;2489
1000009067;GA;;2488
1000009066;GA;;2487
1000009065;GA;;2486
1000009064;GA;;2485
1000009063;FI;;116420
1000009062;GA;;2484
1000009061;GA;;2483
1000009060;GA;;2482
1000009059;GA;;2481
1000009044;GO;;5368
1000009044;GO;;5369
1000009043;BU;;2905
1000009042;GO;;5367
1000009041;GO;;5366
1000009040;GO;;5365
1000009039;GO;;5364
1000009038;GO;;5363
1000009037;FI;;116401
1000009036;FI;;116392
1000009035;FI;;116387
1000009034;TL;;12245
1000009033;FI;;116378
1000009032;TL;;12244
1000009031;TL;;12243
1000009030;FI;;116369
1000009029;BU;;2904
1000009028;FI;;116364
1000009027;FI;;116355
1000009026;FI;;116345
1000009025;FI;;116340
1000009024;FI;;116335
1000009023;FI;;116329
1000009022;TL;;12235
1000009021;TL;;12234
1000009020;TL;;12233
1000009019;TL;;12232
1000009018;GO;;5362
1000009017;GO;;5361
1000009016;BU;;2903
1000009015;BU;;2902
1000009014;FI;;116324
1000009013;TL;;12231
1000009012;BU;;2901
1000009011;FI;;116306
1000009011;FI;;116315
1000009010;FI;;116297
1000009010;FI;;116288
1000009009;FI;;116283
1000009009;FI;;116278
1000009008;FI;;116268
1000009008;FI;;116273
1000009007;FI;;116263
1000009006;FI;;116258
1000009005;FI;;116249
1000009004;FI;;116240
1000009003;TL;;12224
1000009002;TL;;12223
1000009001;TL;;12222
1000009000;TL;;12221
1000008999;TL;;12220
1000008998;TL;;12219
1000008997;TL;;12218
1000008996;TL;;12217
1000008995;TL;;12216
1000008994;TL;;12215
1000008993;FI;;116225
1000008992;TL;;12207
1000008991;FI;;116216
1000008990;FI;;116207
1000008989;FI;;116198
1000008988;FI;;116189
1000008987;FI;;116180
1000008986;FI;;116171
1000008985;FI;;116162
1000008984;FI;;116153
1000008983;FI;;116143
1000008982;FI;;116129
1000008981;FI;;116124
1000008980;FI;;116119
1000008979;FI;;116114
1000008978;FI;;116109
1000008977;FI;;116100
1000008976;GO;;5343
1000008975;GO;;5342
1000008974;FI;;116082
1000008974;FI;;116091
1000008973;FI;;116072
1000008973;FI;;116077
1000008972;TL;;12203
1000008971;FI;;116061
1000008971;FI;;116067
1000008970;TL;;12202
1000008969;FI;;116045
1000008969;FI;;116050
1000008968;FI;;116035
1000008967;GO;;5341
1000008966;GA;;2462
1000008965;GA;;2461
1000008964;FI;;116030
1000008963;HO;;CM_VNLINK4903
1000008962;HO;;CM_VNLINK4902
1000008961;FI;;116025
1000008960;FI;;116020
1000008959;HO;;CM_VNLINK4901
1000008954;TL;;12156
1000008953;TL;;12155
1000008952;TL;;12154
1000008951;TL;;12153
1000008950;TL;;12152
1000008949;GO;;5326
1000008948;GA;;2444
1000008947;GO;;5325
1000008946;HO;;CM_VNLINK4885
1000008945;GA;;2443
1000008944;FI;;116011
1000008943;GA;;2442
1000008942;TL;;12151
1000008941;GO;;5324
1000008940;GA;;2441
1000008939;CO;;5444
1000008938;HO;;CM_VNLINK4884
1000008937;FI;;116006
1000008936;FI;;116000
1000008935;TL;;12150
1000008934;TL;;12149
1000008933;CO;;5443
1000008932;GO;;5323
1000008931;CO;;5442
1000008930;TL;;12148
1000008929;TL;;12147
1000008928;GO;;5322
1000008927;CO;;5441
1000008926;HO;;CM_VNLINK4883
1000008925;HO;;CM_VNLINK4882
1000008924;GO;;5321
1000008923;TL;;12144
1000008922;TL;;12143
1000008921;TL;;12142
1000008920;TL;;12141
1000008919;HO;;CM_VNLINK4881
1000008917;TL;;12125
1000008916;TL;;12124
1000008915;TL;;12123
1000008914;TL;;12122
1000008913;FI;;115995
1000008912;FI;;115990
1000008911;FI;;115985
1000008910;HO;;CM_VNLINK4869
1000008909;HO;;CM_VNLINK4868
1000008908;GA;;2432
1000008907;CO;;5440
1000008906;GO;;5305
1000008905;HO;;CM_VNLINK4867
1000008904;GO;;5304
1000008903;HO;;CM_VNLINK4866
1000008902;FI;;115980
1000008901;CO;;5439
1000008900;GA;;2431
1000008899;TL;;12120
1000008898;TL;;12119
1000008897;HO;;CM_VNLINK4865
1000008897;HO;;CM_VNLINK4864
1000008896;HO;;CM_VNLINK4863
1000008895;GO;;5303
1000008894;CO;;5438
1000008893;FI;;115969
1000008893;FI;;115974
1000008892;FI;;115963
1000008891;GO;;5302
1000008890;CO;;5437
1000008889;TL;;12118
1000008888;TL;;12117
1000008887;CO;;5436
1000008886;HO;;CM_VNLINK4861
1000008886;HO;;CM_VNLINK4862
1000008885;BU;;2883
1000008884;HO;;CM_VNLINK4860
1000008883;FI;;115957
1000008883;FI;;115952
1000008882;FI;;115947
1000008881;BU;;2882
1000008880;CO;;5435
1000008879;HO;;CM_VNLINK4857
1000008879;HO;;CM_VNLINK4859
1000008879;HO;;CM_VNLINK4858
1000008878;BU;;2881
1000008877;HO;;CM_VNLINK4856
1000008876;HO;;CM_VNLINK4854
1000008875;HO;;CM_VNLINK4855
1000008874;FI;;115941
1000008874;FI;;115935
1000008873;FI;;115930
1000008872;HO;;CM_VNLINK4853
1000008871;FI;;115925
1000008870;FI;;115919
1000008869;TL;;12116
1000008868;TL;;12115
1000008867;TL;;12114
1000008866;TL;;12113
1000008865;TL;;12112
1000008864;TL;;12111
1000008863;TL;;12110
1000008862;TL;;12109
1000008861;TL;;12108
1000008860;TL;;12107
1000008859;TL;;12106
1000008858;TL;;12105
1000008857;TL;;12104
1000008856;TL;;12103
1000008855;TL;;12102
1000008854;GO;;5301
1000008853;TL;;12101
1000008852;TL;;12100
1000008851;TL;;12099
1000008850;TL;;12098
1000008849;CO;;5434
1000008848;TL;;12097
1000008847;GA;;2430
1000008846;GO;;5300
1000008845;GO;;5299
1000008844;FI;;115913
1000008843;CO;;5433
1000008842;CO;;5432
1000008841;FI;;115907
1000008840;FI;;115895
1000008840;FI;;115901
1000008839;HO;;CM_VNLINK4852
1000008838;HO;;CM_VNLINK4851
1000008837;GO;;5298
1000008836;CO;;5431
1000008835;GO;;5297
1000008834;HO;;CM_VNLINK4850
1000008833;FI;;115885
1000008833;FI;;115890
1000008832;FI;;115879
1000008831;GO;;5296
1000008830;FI;;115873
1000008829;FI;;115867
1000008828;GA;;2429
1000008827;FI;;115862
1000008826;GA;;2428
1000008825;GO;;5294
1000008825;GO;;5295
1000008824;FI;;115856
1000008823;FI;;115850
1000008822;GO;;5293
1000008821;CO;;5430
1000008820;TL;;12092
1000008819;CO;;5429
1000008818;TL;;12091
1000008817;TL;;12090
1000008816;TL;;12089
1000008815;GO;;5292
1000008814;CO;;5428
1000008813;FI;;115840
1000008813;FI;;115845
1000008812;FI;;115835
1000008811;FI;;115829
1000008810;FI;;115824
1000008809;FI;;115819
1000008808;HO;;CM_VNLINK4849
1000008807;TL;;12086
1000008806;TL;;12085
1000008805;TL;;12084
1000008804;TL;;12083
1000008803;FI;;115814
1000008802;FI;;115809
1000008801;FI;;115804
1000008800;FI;;115799
1000008799;FI;;115794
1000008798;FI;;115789
1000008797;FI;;115784
1000008796;GA;;2427
1000008795;GA;;2426
1000008794;FI;;115778
1000008793;TK;;3203
1000008792;GO;;5291
1000008791;HO;;CM_VNLINK4848
1000008790;TL;;12072
1000008789;TL;;12071
1000008788;TL;;12069
1000008787;TL;;12068
1000008786;TL;;12067
1000008785;TL;;12066
1000008784;TL;;12065
1000008783;FI;;115773
1000008782;HO;;CM_VNLINK4847
1000008781;HO;;CM_VNLINK4846
1000008780;TL;;12063
1000008779;TL;;12062
1000008778;TL;;12061
1000008777;TL;;12060
1000008776;FI;;115768
1000008775;TL;;12059
1000008774;TL;;12058
1000008773;TL;;12057
1000008772;FI;;115763
1000008771;FI;;115758
1000008770;FI;;115753
1000008769;GA;;2425
1000008768;GA;;2424
1000008767;TK;;3202
1000008766;TK;;3201
1000008765;GO;;5290
1000008764;FI;;115748
1000008763;GO;;5289
1000008762;HO;;CM_VNLINK4845
1000008761;FI;;115743
1000008760;CO;;5427
1000008759;CO;;5426
1000008758;TL;;12056
1000008757;FI;;115738
1000008756;HO;;CM_VNLINK4844
1000008755;HO;;CM_VNLINK4843
1000008754;TL;;12055
1000008753;HO;;CM_VNLINK4842
1000008752;HO;;CM_VNLINK4841
1000008751;HO;;CM_VNLINK4840
1000008751;HO;;CM_VNLINK4839
1000008750;TL;;12053
1000008749;TL;;12052
1000008748;TL;;12051
1000008747;TL;;12050
1000008746;TL;;12049
1000008745;TL;;12048
1000008744;TL;;12047
1000008743;TL;;12046
1000008742;TL;;12045
1000008741;FI;;115733
1000008740;TL;;12044
1000008739;TL;;12043
1000008738;TL;;12042
1000008737;HO;;CM_VNLINK4838
1000008736;TL;;12041
1000008735;TL;;12040
1000008734;TL;;12039
1000008733;TL;;12038
1000008732;TL;;12037
1000008731;HO;;CM_VNLINK4837
1000008730;HO;;CM_VNLINK4836
1000008729;FI;;115728
1000008728;FI;;115723
1000008727;FI;;115717
1000008726;GO;;5288
1000008725;HO;;CM_VNLINK4835
1000008724;HO;;CM_VNLINK4834
1000008723;HO;;CM_VNLINK4833
1000008722;HO;;CM_VNLINK4832
1000008721;HO;;CM_VNLINK4831
1000008720;HO;;CM_VNLINK4830
1000008719;HO;;CM_VNLINK4829
1000008718;HO;;CM_VNLINK4828
1000008717;HO;;CM_VNLINK4827
1000008716;HO;;CM_VNLINK4826
1000008715;TL;;12036
1000008714;TL;;12035
1000008713;TL;;12034
1000008712;TL;;12033
1000008711;TL;;12032
1000008710;TL;;12031
1000008709;TL;;12030
1000008708;TL;;12029
1000008707;FI;;115712
1000008706;HO;;CM_VNLINK4825
1000008706;HO;;CM_VNLINK4824
1000008705;CO;;5425
1000008704;CO;;5424
1000008703;TL;;12028
1000008702;GO;;5287
1000008701;GA;;2423
1000008700;CO;;5423
1000008699;HO;;CM_VNLINK4823
1000008698;FI;;115706
1000008697;TL;;12027
1000008696;CO;;5422
1000008695;GA;;2422
1000008694;TL;;12026
1000008693;TL;;12025
1000008692;TL;;12024
1000008691;TL;;12023
1000008690;TL;;12022
1000008689;FI;;115701
1000008688;FI;;115696
1000008687;FI;;115691
1000008686;FI;;115686
1000008685;FI;;115681
1000008684;FI;;115676
1000008683;FI;;115671
1000008682;FI;;115665
1000008681;FI;;115659
1000008680;GO;;5286
1000008679;FI;;115654
1000008678;FI;;115649
1000008677;FI;;115644
1000008676;HO;;CM_VNLINK4822
1000008675;FI;;115638
1000008674;FI;;115632
1000008673;FI;;115627
1000008672;FI;;115622
1000008671;FI;;115616
1000008670;FI;;115610
1000008669;FI;;115605
1000008668;CO;;5421
1000008667;FI;;115600
1000008666;TL;;12021
1000008665;GO;;5285
1000008664;TL;;12020
1000008663;TL;;12019
1000008662;TL;;12018
1000008661;TL;;12017
1000008660;TL;;12016
1000008659;TL;;12015
1000008658;TL;;12014
1000008657;TL;;12013
1000008656;TL;;12012
1000008655;TL;;12011
1000008654;TL;;12010
1000008653;TL;;12009
1000008652;TL;;12008
1000008651;TL;;12007
1000008650;TL;;12006
1000008649;GO;;5284
1000008648;GA;;2421
1000008647;TL;;12005
1000008646;GO;;5283
1000008645;TL;;12004
1000008644;TL;;12003
1000008643;TL;;12002
1000008642;TL;;12001
1000008641;GO;;5282
1000008640;HO;;CM_VNLINK4821
1000008639;GO;;5281
1000008638;HO;;CM_VNLINK4811
1000008637;HO;;CM_VNLINK4810
1000008636;HO;;CM_VNLINK4809
1000008635;HO;;CM_VNLINK4808
1000008634;HO;;CM_VNLINK4807
1000008633;HO;;CM_VNLINK4806
1000008632;HO;;CM_VNLINK4805
1000008631;FI;;115576
1000008630;HO;;CM_VNLINK4804
1000008629;HO;;CM_VNLINK4803
1000008628;HO;;CM_VNLINK4802
1000008627;HO;;CM_VNLINK4801
1000008626;GO;;5270
1000008625;HO;;CM_VNLINK4800
1000008624;FI;;115571
1000008623;FI;;115566
1000008622;HO;;CM_VNLINK4799
1000008621;TL;;11985
1000008620;FI;;115560
1000008619;GO;;5269
1000008618;GO;;5268
1000008617;HO;;CM_VNLINK4798
1000008616;HO;;CM_VNLINK4797
1000008615;GA;;2401
1000008614;CO;;5406
1000008613;HO;;CM_VNLINK4796
1000008612;TL;;11984
1000008611;TL;;11983
1000008610;TL;;11982
1000008609;TL;;11981
1000008608;TL;;11980
1000008607;TL;;11979
1000008606;TL;;11978
1000008605;HO;;CM_VNLINK4795
1000008604;TL;;11977
1000008603;CO;;5405
1000008602;TL;;11976
1000008601;TL;;11975
1000008600;TL;;11974
1000008599;TL;;11973
1000008598;HO;;CM_VNLINK4794
1000008597;TL;;11972
1000008596;FI;;115555
1000008595;FI;;115550
1000008594;CO;;5404
1000008593;GO;;5267
1000008592;TL;;11971
1000008591;FI;;115545
1000008590;FI;;115535
1000008590;FI;;115540
1000008589;CO;;5403
1000008588;BU;;2862
1000008587;HO;;CM_VNLINK4792
1000008587;HO;;CM_VNLINK4793
1000008586;HO;;CM_VNLINK4791
1000008585;FI;;115530
1000008584;TL;;11970
1000008583;TL;;11969
1000008582;TL;;11968
1000008581;TL;;11967
1000008580;FI;;115525
1000008579;TL;;11966
1000008578;CO;;5402
1000008577;CO;;5401
1000008576;BU;;2861
1000008575;FI;;115520
1000008574;FI;;115515
1000008573;HO;;CM_VNLINK4789
1000008573;HO;;CM_VNLINK4790
1000008572;TL;;11965
1000008571;TL;;11964
1000008570;FI;;115510
1000008569;FI;;115505
1000008568;FI;;115500
1000008567;HO;;CM_VNLINK4788
1000008566;GO;;5266
1000008565;TL;;11963
1000008564;FI;;115495
1000008563;HO;;CM_VNLINK4787
1000008562;HO;;CM_VNLINK4786
1000008561;GO;;5265
1000008560;TL;;11962
1000008559;FI;;115490
1000008558;FI;;115485
1000008557;FI;;115480
1000008556;TL;;11961
1000008555;FI;;115475
1000008554;GA;;2381
1000008553;FI;;115470
1000008552;FI;;115465
1000008551;FI;;115460
1000008550;GO;;5264
1000008549;GO;;5263
1000008548;HO;;CM_VNLINK4785
1000008547;GA;;2380
1000008546;GA;;2379
1000008545;GA;;2378
1000008544;FI;;115455
1000008543;FI;;115449
1000008542;GA;;2377
1000008541;FI;;115444
1000008540;FI;;115439
1000008539;FI;;115433
1000008538;HO;;CM_VNLINK4784
1000008537;GO;;5262
1000008536;HO;;CM_VNLINK4783
1000008535;FI;;115428
1000008534;HO;;CM_VNLINK4782
1000008533;HO;;CM_VNLINK4781
1000008532;HO;;CM_VNLINK4780
1000008531;GA;;2376
1000008530;FI;;115420
1000008529;FI;;115410
1000008528;GA;;2375
1000008527;FI;;115401
1000008526;FI;;115392
1000008525;FI;;115383
1000008524;FI;;115373
1000008523;GA;;2374
1000008522;GA;;2373
1000008521;HO;;CM_VNLINK4779
1000008520;HO;;CM_VNLINK4778
1000008519;GA;;2372
1000008518;HO;;CM_VNLINK4777
1000008517;HO;;CM_VNLINK4776
1000008516;HO;;CM_VNLINK4775
1000008516;HO;;CM_VNLINK4774
1000008515;FI;;115368
1000008514;GA;;2371
1000008513;GA;;2370
1000008512;FI;;115362
1000008511;FI;;115357
1000008510;FI;;115352
1000008509;FI;;115347
1000008508;HO;;CM_VNLINK4773
