orderCode;ID;serviceCode;subService;serviceId;code
1000011472;336413;TL;;13099;13099
1000011471;336407;TL;;13098;13098
1000011470;336401;TL;;13097;13097
1000011469;336395;FI;;120531;TE_45D90
1000011468;336388;TL;;13096;13096
1000011467;336382;TL;;13095;13095
1000011466;336375;BU;;3342;538XXO
1000011465;336367;TL;;13094;13094
1000011464;336359;CO;;5587;
1000011463;336350;TK;;5000500;
1000011462;336340;BU;;3341;9PRCU9
1000011461;336324;BU;;3340;GV646J
1000011460;336312;TK;;5000499;
1000011459;336301;BU;;3339;IIB8AS
1000011458;336289;TL;;13093;13093
1000011457;336283;BU;;3338;OY92L2
1000011456;336271;BU;;3337;3BP2ZY
1000011455;336254;BU;;3336;37WO65
1000011454;336241;FI;;120525;TE_5D5F0
1000011453;336228;BU;;3335;8BIT65
1000011452;336216;TL;;13092;13092
1000011451;336210;BU;;3334;9Y2U58
1000011450;336203;BU;;3333;FP6CU8
1000011449;336196;TL;;13091;13091
1000011448;336190;BU;;3332;B7S3S1
1000011447;336183;TL;;13090;13090
1000011446;336177;TL;;13089;13089
1000011445;336171;BU;;3331;97Z173
1000011444;336164;TL;;13088;13088
1000011443;336158;TL;;13087;13087
1000011442;336152;TL;;13086;13086
1000011441;336143;TL;;13085;13085
1000011440;336137;BU;;3330;K2DQHV
1000011439;336130;TL;;13084;13084
1000011438;336124;BU;;3329;JBM401
1000011437;336117;TL;;13083;13083
1000011436;336111;TL;;13082;13082
1000011435;336103;FI;;120520;TE_CA540
1000011434;336096;TL;;13081;13081
1000011433;336090;TL;;13080;13080
1000011432;336079;BU;;3328;S1H1RI
1000011431;336067;TL;;13079;13079
1000011430;336061;BU;;3327;8EKXO0
1000011429;336054;BU;;3326;LA5X8B
1000011428;336047;BU;;3325;Q6L7KH
1000011427;336040;BU;;3324;LNSU8A
1000011426;336033;TK;;5000498;
1000011425;336026;TK;;5000497;
1000011424;336019;BU;;3323;9T7DJ5
1000011423;336012;TL;;13078;13078
1000011422;336006;BU;;3322;J92030
1000011421;335991;GO;;5752;3832
1000011420;335984;HO;;CM_VNLINK5558;4998
1000011419;335973;TL;;13077;13077
1000011418;335967;BU;;3321;K68GX0
1000011417;335960;BU;;3320;K75QOK
1000011416;335953;BU;;3319;943P08
1000011415;335946;BU;;3318;NU9BJX
1000011414;335939;BU;;3317;70544W
1000011413;335932;TK;;5000496;
1000011412;335926;CO;;5586;
1000011411;335919;BU;;3316;SKB54M
1000011410;335912;FI;;120515;TE_86900
1000011409;335905;BU;;3315;464OR8
1000011408;335898;TL;;13076;13076
1000011407;335892;BU;;3314;8UQ0S7
1000011406;335885;TL;;13075;13075
1000011405;335879;BU;;3313;TPP1OX
1000011404;335872;TK;;5000495;
1000011403;335866;TK;;5000494;
1000011402;335860;BU;;3312;3Q1NY9
1000011401;335849;GO;;5751;3831
1000011400;335842;BU;;3309;39L9S9
1000011399;335835;TL;;13074;13074
1000011398;335829;BU;;3308;6X23PZ
1000011397;335822;BU;;3307;8W9O6P
1000011396;335815;BU;;3306;DGA52H
1000011395;335808;BU;;3305;75L2E7
1000011394;335801;TL;;13073;13073
1000011393;335795;BU;;3304;H62975
1000011392;335788;TL;;13072;13072
1000011391;335782;TL;;13071;13071
1000011390;335776;BU;;3303;PCOBF5
1000011389;335769;TL;;13070;13070
1000011388;335757;FI;;120509;TE_E0300
1000011387;335744;FI;;120504;TE_22210
1000011386;335737;BU;;3302;RA564Q
1000011385;335730;TL;;13069;13069
1000011384;335724;BU;;3301;PO5V6E
1000011383;335717;TL;;13068;13068
1000011382;335711;BU;;3300;N26D19
1000011381;335704;TL;;13067;13067
1000011380;335694;FI;;120498;TE_E5090
1000011379;335687;HO;;CM_VNLINK5557;4997
1000011378;335680;BU;;3299;09OXAP
1000011377;335673;BU;;3296;EATRZ4
1000011376;335666;BU;;3293;9U4NEK
1000011375;335659;TK;cinema;5000493;
1000011374;335653;BU;;3292;N7K56I
1000011373;335646;CO;;5585;
1000011372;335639;HO;;CM_VNLINK5556;
1000011371;335630;FI;;120493;TE_637A0
1000011370;335623;TK;;5000492;
1000011369;335613;GA;;2943;
1000011368;335603;GA;;2942;
1000011367;335597;TL;;13066;13066
1000011366;335587;BU;;3291;9I53NX
1000011365;335579;FI;;120488;TE_F4F90
1000011364;335571;GA;;2941;
1000011363;335565;BU;;3290;V1V742
1000011362;335558;TL;;13065;13065
1000011361;335552;TL;;13064;13064
1000011360;335546;TL;;13063;13063
1000011359;335540;BU;;3289;5DC229
1000011358;335533;TL;;13062;13062
1000011357;335526;BU;;3288;7OG0A4
1000011356;335518;HO;;CM_VNLINK5555;
1000011355;335511;HO;;CM_VNLINK5554;
1000011354;335503;FI;;120482;TE_FBBD0
1000011353;335494;FI;;120476;TE_97890
1000011352;335484;FI;;120470;TE_DA4D1
1000011352;335480;FI;;120465;TE_DA4D0
1000011351;335473;TL;;13061;13061
1000011350;335467;HO;;CM_VNLINK5553;
1000011349;335460;TK;;5000491;
1000011348;335450;FI;;120455;TE_11240
1000011348;335453;FI;;120460;TE_11241
1000011347;335439;HO;;CM_VNLINK5552;
1000011346;335432;HO;;CM_VNLINK5551;4991
1000011345;335425;HO;;CM_VNLINK5550;
1000011344;335412;CO;;5584;
1000011343;335403;CO;;5583;
1000011342;335396;HO;;CM_VNLINK5549;
1000011341;335385;HO;;CM_VNLINK5548;4988
1000011340;335378;HO;;CM_VNLINK5547;
1000011339;335371;HO;;CM_VNLINK5546;
1000011338;335360;FI;;120450;TE_193D0
1000011337;335347;CO;;5582;
1000011336;335339;TK;;5000490;
1000011335;335331;TK;;5000489;
1000011334;335324;TK;;5000488;
1000011333;335314;TK;;5000487;
1000011332;335308;HO;;CM_VNLINK5545;
1000011331;335301;HO;;CM_VNLINK5544;
1000011330;335294;HO;;CM_VNLINK5543;4983
1000011329;335285;CO;;5581;
1000011328;335278;TK;;5000486;
1000011327;335272;TK;;5000485;
1000011326;335266;TK;;5000484;
1000011325;335260;XE;;561;SSCF6471A817AA5C1E2403222FCCDB6BA7A
1000011311;335245;XE;;551;SSCC865885B559A89FBD23E8C008A7BB49D
1000011310;335239;XE;;550;SSCDDD3B0BC1B81918C2947A21B0A15229D
1000011309;335233;XE;;549;SSC9DAE93C90F56B34E6571E77176EA641A
1000011308;335227;XE;;548;SSCC46D875BD0BD038210A445A9C541BA8B
1000011307;335221;XE;;547;SSC1010A94E2D04D35595235296DF645549
1000011306;335215;XE;;546;SSC041C977220DD290092DF972A751F4701
1000011305;335209;XE;;545;SSC9DA43BD433AD0F7945E9451A9C0C4317
1000011304;335203;HO;;CM_VNLINK5526;
1000011303;335195;TK;;5000480;
1000011302;335188;XE;;544;SSCD159E6A07F0DA45B4ADA01F08C71C431
1000011301;335182;FI;;120441;TE_F2E30
1000011300;335175;HO;;CM_VNLINK5525;
1000011299;335168;FI;;120436;TE_2ADD0
1000011298;335160;FI;;120431;TE_CC730
1000011297;335151;FI;;120425;TE_BE230
1000011296;335143;HO;;CM_VNLINK5524;
1000011295;335135;FI;;120420;TE_0ACF0
1000011294;335119;GA;;2921;
1000011293;335112;FI;;120415;TE_A30E0
1000011292;335096;TK;;5000479;
1000011291;335082;TK;;5000478;
1000011290;335068;TK;;5000477;
1000011289;335056;FI;;120410;TE_14C30
1000011288;335045;TK;;5000476;
1000011287;335039;TK;;5000475;
1000011286;335033;HO;;CM_VNLINK5523;
1000011285;335026;XE;;543;SSCE8D29F89E0FD91B3C723B00365BD9CA7
1000011284;335016;TK;;5000474;
1000011283;335009;TK;;5000473;
1000011282;335002;TK;;5000472;
1000011281;334996;TK;;5000471;
1000011280;334990;XE;;542;SSCFEC9D5579506C43052F8A74C6E25E64C
1000011279;334984;TK;;5000470;
1000011278;334978;TK;;5000469;
1000011277;334972;TK;;5000468;
1000011276;334965;TK;cinema;5000467;
1000011275;334958;XE;;541;SSC79A39EC96152734A992A9052362DAD69
1000011274;334952;FI;;120405;TE_F5350
1000011273;334945;FI;;120400;TE_61030
1000011272;334938;FI;;120395;TE_81F00
1000011271;334930;FI;;120389;TE_09541
1000011271;334927;FI;;120384;TE_09540
1000011270;334920;TL;;13041;13041
1000011269;334912;FI;;120376;TE_50F80
1000011268;334901;FI;;120370;TE_6B620
1000011267;334894;TK;;5000466;
1000011266;334887;TK;;5000465;
1000011265;334880;TK;;5000464;
1000011247;334869;TK;;5000447;
1000011246;334858;HO;;CM_VNLINK5504;
1000011246;334855;HO;;CM_VNLINK5503;
1000011246;334861;HO;;CM_VNLINK5505;
1000011245;334847;FI;;120359;TE_86340
1000011244;334837;FI;;120352;TE_62690
1000011243;334824;FI;;120346;TE_7B2A0
1000011242;334817;XE;;526;SSCFC6D0064E2886762C305B30EF64CC05D
1000011241;334811;XE;;525;SSCDF47313C2C8E3B8A46EF36AB00898255
1000011240;334804;FI;;120341;TE_58510
1000011239;334796;FI;;120336;TE_DE6F0
1000011238;334789;XE;;524;SSC80EAC3FD7B4D65E55AC01C88657AFF30
1000011237;334783;TL;;13021;13021
1000011236;334771;BU;;3284;JGH869
1000011235;334760;TK;;5000446;
1000011234;334753;XE;;523;SSC8B634D4F46FAC3AE8483C23E61C7AA28
1000011233;334747;XE;;522;SSCE50E7E1230EF7B776A13AD3008DB76E9
1000011232;334740;TK;;5000445;
1000011231;334732;TK;cinema;5000444;
1000011230;334725;XE;;521;SSC8B0A1E459FC439A448A4020215A2C403
1000011229;334716;BU;;3283;16Y60X
1000011228;334706;BU;;3281;TU3B90
1000011227;334696;BU;;3280;SV1TI3
1000011226;334689;BU;;3279;0G0OK7
1000011225;334682;FI;;120331;TE_0C530
1000011224;334675;TL;;13020;13020
1000011223;334669;BU;;3278;Y131M1
1000011222;334661;FI;;120326;TE_7D700
1000011221;334653;BU;;3277;4F87DX
1000011220;334646;FI;;120321;TE_EB010
1000011219;334639;FI;;120316;TE_50B00
1000011218;334631;FI;;120311;TE_6CBC0
1000011217;334623;TL;;13019;13019
1000011216;334614;BU;;3276;99RJWH
1000011215;334604;TL;;13018;13018
1000011214;334594;TL;;13017;13017
1000011213;334584;FI;;120305;TE_C3C10
1000011212;334577;TL;;13016;13016
1000011211;334571;TL;;13015;13015
1000011210;334565;TL;;13014;13014
1000011209;334559;TL;;13013;13013
1000011208;334548;BU;;3275;PQPVU0
1000011207;334536;TL;;13012;13012
1000011206;334530;TL;;13011;13011
1000011205;334519;BU;;3274;KG8029
1000011204;334503;BU;;3273;ELU53Q
1000011203;334492;TL;;13010;13010
1000011202;334486;BU;;3272;R53K1D
1000011201;334479;BU;;3271;C2GY3Q
1000011200;334467;BU;;3270;1FOO86
1000011199;334450;BU;;3269;35I0S5
1000011198;334433;BU;;3268;J8T7LF
1000011197;334416;BU;;3267;N9L03L
1000011196;334401;BU;;3266;3NH76R
1000011195;334388;BU;;3265;X4388B
1000011194;334378;TL;;13009;13009
1000011193;334372;TL;;13008;13008
1000011192;334366;TL;;13007;13007
1000011191;334352;BU;;3264;242N04
1000011190;334337;TL;;13006;13006
1000011189;334331;TL;;13005;13005
1000011188;334320;BU;;3263;CK6250
1000011187;334308;TL;;13004;13004
1000011186;334298;BU;;3262;5M5218
1000011185;334287;TL;;13003;13003
1000011184;334280;BU;;3261;8DC3HF
1000011183;334271;BU;;3260;U9R6M2
1000011182;334263;TL;;13002;13002
1000011181;334257;TL;;13001;13001
1000011180;334251;TL;;13000;13000
1000011179;334245;BU;;3259;79A1RB
1000011178;334238;TL;;12999;12999
1000011177;334227;BU;;3258;ZA29RL
1000011176;334214;BU;;3257;1R7PV5
1000011175;334206;TL;;12998;12998
1000011174;334200;TL;;12997;12997
1000011173;334193;BU;;3256;4A350W
1000011172;334185;TL;;12996;12996
1000011171;334179;TL;;12995;12995
1000011170;334173;BU;;3255;0ZFJ49
1000011169;334166;BU;;3254;EJX03W
1000011168;334159;TL;;12994;12994
1000011167;334153;TL;;12993;12993
1000011166;334147;TL;;12992;12992
1000011165;334141;FI;;120300;TE_873A0
1000011164;334133;BU;;3253;2QN314
1000011163;334120;BU;;3252;14F578
1000011162;334108;TL;;12991;12991
1000011161;334102;TL;;12990;12990
1000011160;334091;BU;;3251;5MG8QT
1000011159;334074;BU;;3250;34J76V
1000011158;334057;BU;;3249;D1P148
1000011157;334045;FI;;120295;TE_27710
1000011156;334038;FI;;120290;TE_1D9F0
1000011155;334026;BU;;3248;27TW71
1000011154;334014;TL;;12989;12989
1000011153;334008;TL;;12988;12988
1000011152;334002;XE;;501;SSC8C57C6B05AC30142D2CDF5675CA216EB
1000011151;333996;TL;;12987;12987
1000011150;333990;TL;;12986;12986
1000011149;333984;TL;;12985;12985
1000011148;333978;TL;;12984;12984
1000011147;333972;TL;;12983;12983
1000011146;333966;TL;;12982;12982
1000011145;333960;TL;;12981;12981
1000011131;333952;GA;;2901;
1000011130;333946;HO;;CM_VNLINK5483;
1000011129;333939;BU;;3247;FGA5JI
1000011128;333932;BU;;3246;1SL56U
1000011127;333925;BU;;3245;H861QM
1000011126;333918;TL;;12974;12974
1000011125;333912;TL;;12973;12973
1000011124;333901;BU;;3244;QMM5IZ
1000011123;333889;FI;;120267;TE_EB3B0
1000011122;333882;TL;;12972;12972
1000011121;333876;TL;;12971;12971
1000011120;333870;TL;;12970;12970
1000011119;333864;BU;;3243;SAY39Y
1000011118;333853;TK;;5000427;
1000011117;333842;BU;;3242;66R76E
1000011116;333830;BU;;3241;8C58D2
1000011115;333820;BU;;3240;CZ0JV8
1000011114;333810;BU;;3239;5I1VWJ
1000011113;333803;TL;;12969;12969
1000011112;333797;TL;;12968;12968
1000011111;333790;BU;;3238;2OT739
1000011110;333782;TL;;12967;12967
1000011109;333776;TL;;12966;12966
1000011108;333767;TL;;12965;12965
1000011107;333761;TL;;12964;12964
1000011106;333751;BU;;3237;7E62ZG
1000011105;333743;TK;;5000426;
1000011104;333732;BU;;3236;10KC78
1000011103;333717;BU;;3235;644IMF
1000011102;333710;BU;;3234;33185I
1000011101;333698;BU;;3233;J2DG06
1000011100;333682;FI;;120261;TE_90EF0
1000011099;333669;BU;;3232;E0J3P6
1000011098;333657;FI;;120256;TE_A1190
1000011097;333650;TL;;12963;12963
1000011096;333639;BU;;3231;5PP9CA
1000011095;333627;TL;;12962;12962
1000011094;333621;BU;;3230;593E5F
1000011093;333614;BU;;3229;W5C7X0
1000011092;333607;TK;;5000425;
1000011091;333597;HO;;CM_VNLINK5463;4903
1000011090;333589;BU;;3228;4O4DTG
1000011089;333581;FI;;120251;TE_57370
1000011088;333573;BU;;3227;9NT2B9
1000011087;333564;TK;;5000424;
1000011086;333552;BU;;3226;J056FP
1000011085;333540;TL;;12961;12961
1000011084;333534;TL;;12960;12960
1000011083;333528;XE;;481;SSC2F816E11C07F65A22467DFE23B8412A6
1000011082;333522;BU;;3225;KSTO33
1000011081;333515;TL;;12959;12959
1000011080;333509;TL;;12958;12958
1000011079;333503;TL;;12957;12957
1000011078;333496;FI;;120244;TE_09390
1000011077;333487;FI;;120237;TE_259A0
1000011076;333479;TL;;12956;12956
1000011075;333468;BU;;3224;1D0PXM
1000011074;333456;FI;;120232;TE_1FA90
1000011073;333449;TL;;12955;12955
1000011072;333443;TL;;12954;12954
1000011071;333437;TL;;12953;12953
1000011070;333431;BU;;3223;1UEG5B
1000011069;333424;FI;;120227;TE_D4380
1000011068;333417;BU;;3222;SX2FMU
1000011067;333410;BU;;3221;N4H3W0
1000011066;333403;FI;;120222;TE_D9A10
1000011065;333396;BU;;3220;LVQZ53
1000011064;333388;TL;;12952;12952
1000011063;333382;FI;;120217;TE_52B50
1000011062;333375;BU;;3219;NEF3J1
1000011061;333364;FI;;120210;TE_4CB70
1000011060;333356;TL;;12951;12951
1000011059;333350;FI;;120205;TE_97830
1000011058;333343;TL;;12950;12950
1000011057;333337;TL;;12949;12949
1000011056;333331;BU;;3218;RBWT3M
1000011055;333324;TL;;12948;12948
1000011054;333318;TL;;12947;12947
1000011053;333311;BU;;3217;2C8WMO
1000011052;333294;BU;;3216;52R1XT
1000011051;333282;FI;;120199;TE_048C0
1000011050;333272;BU;;3215;F2M62P
1000011049;333262;BU;;3214;MFVWC8
1000011048;333253;FI;;120193;TE_4F551
1000011048;333250;FI;;120186;TE_4F550
1000011047;333240;FI;;120176;TE_88380
1000011046;333225;FI;;120171;TE_5FB50
1000011045;333218;BU;;3213;NGL6Y4
1000011044;333210;BU;;3212;Z24R88
1000011043;333198;HO;;CM_VNLINK5443;4883
1000011042;333187;TL;;12946;12946
1000011041;333180;TK;;5000405;
1000011040;333169;FI;;120166;TE_F4B80
1000011039;333162;FI;;120160;TE_F3660
1000011038;333155;BU;;3211;02247M
1000011037;333148;BU;;3210;T667ZX
1000011036;333141;BU;;3209;144OO5
1000011035;333130;TL;;12945;12945
1000011034;333124;XE;;461;SSCA0CE9E558BB01F1F807C59744583BD26
1000011033;333117;BU;;3208;PRCC9P
1000011032;333109;TL;;12944;12944
1000011031;333103;FI;;120155;TE_798D0
1000011030;333088;GO;;5732;3812
1000011029;333073;FI;;120150;TE_90040
1000011028;333066;BU;;3207;E2NS55
1000011027;333059;BU;;3206;EXU593
1000011026;333051;TK;;5000404;
1000011025;333040;GO;;5731;3811
1000011024;333033;BU;;3205;MVF659
1000011023;333026;BU;;3204;5RQ866
1000011022;333019;BU;;3203;MEGY6F
1000011021;333012;BU;;3202;3I9114
1000011020;333005;BU;;3201;DJIQJ9
1000011019;332998;BU;;3200;GEP0BA
1000011018;332991;BU;;3199;JRC5YN
1000011017;332984;BU;;3198;S82V26
1000011016;332977;BU;;3197;F0SVF8
1000011015;332970;BU;;3195;AT7O37
1000011014;332963;BU;;3194;SUUD5U
1000011013;332956;TL;;12943;12943
1000011012;332950;BU;;3193;3IZKX7
1000011011;332943;BU;;3192;8OB720
1000011010;332935;TL;;12942;12942
1000011009;332928;TL;;12941;12941
1000011008;332922;BU;;3191;RH9UKP
1000011007;332915;BU;;3190;6B3VW7
1000011006;332908;BU;;3189;56HLJ8
1000011005;332901;BU;;3188;19R633
1000010991;332877;FI;;120145;TE_D9480
1000010990;332870;FI;;120140;TE_13B50
1000010989;332863;HO;;CM_VNLINK5435;
1000010988;332856;FI;;120135;TE_798A0
1000010987;332845;TK;;5000386;
1000010986;332839;HO;;CM_VNLINK5434;
1000010985;332832;FI;;120130;TE_9F000
1000010984;332824;TK;;5000385;
1000010983;332817;BU;;3184;8F5G56
1000010982;332810;BU;;3183;718P11
1000010981;332803;BU;;3182;833G23
1000010980;332796;BU;;3181;H9TA6X
1000010979;332789;BU;;3180;W97631
1000010978;332782;BU;;3179;99RV16
1000010977;332775;BU;;3175;5TS1W3
1000010976;332768;BU;;3174;HZY5Q7
1000010975;332761;BU;;3173;00RSLY
1000010974;332752;FI;;120112;TE_DCFF0
1000010973;332745;BU;;3172;TWT7P2
1000010972;332738;BU;;3171;8ZJP7Z
1000010971;332731;BU;;3170;NQ61DH
1000010970;332724;BU;;3169;KX36NM
1000010969;332708;TK;;5000384;
1000010968;332693;GO;;5712;3792
1000010967;332678;HO;;CM_VNLINK5433;4869
1000010966;332663;GO;;5711;3791
1000010965;332651;FI;;120105;TE_50BE0
1000010964;332643;TK;;5000383;
1000010963;332636;TK;cinema;5000382;
1000010962;332625;BU;;3168;8VMBVY
1000010961;332613;FI;;120098;TE_3BBD0
1000010960;332605;TK;;5000381;
1000010959;332594;TK;;5000380;
1000010958;332570;FI;;120068;TE_DC030
1000010957;332546;FI;;120063;TE_97380
1000010956;332535;HO;;CM_VNLINK5432;
1000010955;332528;HO;;CM_VNLINK5431;4867
1000010954;332521;TK;;5000379;
1000010953;332515;TK;cinema;5000378;
1000010952;332504;FI;;120057;TE_9DB51
1000010952;332499;FI;;120051;TE_9DB50
1000010951;332488;TK;cinema;5000377;
1000010950;332479;TK;cinema;5000376;
1000010949;332471;TK;cinema;5000375;
1000010948;332464;TL;;12922;12922
1000010947;332458;TL;;12921;12921
1000010946;332448;FI;;120035;TE_F06E0
1000010945;332440;FI;;120030;TE_78720
1000010944;332431;HO;;CM_VNLINK5430;
1000010944;332428;HO;;CM_VNLINK5429;
1000010943;332420;HO;;CM_VNLINK5428;
1000010943;332417;HO;;CM_VNLINK5427;
1000010942;332410;HO;;CM_VNLINK5426;
1000010941;332403;FI;;120024;TE_77F40
1000010940;332396;TK;;5000374;
1000010939;332390;TK;;5000373;
1000010938;332372;HO;;CM_VNLINK5423;4863
1000010938;332375;HO;;CM_VNLINK5424;4863
1000010938;332378;HO;;CM_VNLINK5425;4863
1000010937;332365;TK;;5000372;
1000010936;332359;TK;;5000371;
1000010935;332349;TK;;5000370;
1000010934;332343;TK;;5000369;
1000010933;332332;FI;;120019;TE_33AB0
1000010932;332323;TK;;5000368;
1000010931;332314;TK;;5000367;
1000010930;332305;FI;;120014;TE_08C31
1000010930;332302;FI;;120009;TE_08C30
1000010929;332295;TK;;5000366;
1000010928;332285;TK;;5000365;
1000010927;332278;BU;;3148;85V1K7
1000010926;332270;TL;;12901;12901
1000010925;332260;TK;;5000364;
1000010917;332239;XE;;444;SSC7FDC5A2C5224179B2A91823094D5AFF3
1000010916;332233;TL;;12891;12891
1000010915;332226;XE;;443;SSC4D21B633A2FD3CA2D90789272FC8461C
1000010914;332220;XE;;442;SSC532D3C8166EA1C57B4CCE93434E50F31
1000010913;332213;XE;;441;SSC4737B283CAF938E6FFEAF5043324AAF3
1000010912;332207;TK;cinema;5000347;
1000010911;332199;TK;cinema;5000346;
1000010910;332191;GA;;2881;
1000010909;332185;TL;;12890;12890
1000010908;332178;FI;;119982;TE_B32D1
1000010908;332175;FI;;119977;TE_B32D0
1000010907;332168;FI;;119972;TE_EF6D0
1000010906;332154;BU;;3128;0CCDM8
1000010905;332140;FI;;119967;TE_46570
1000010904;332133;FI;;119962;TE_DB590
1000010903;332126;FI;;119957;TE_AE940
1000010902;332115;GO;;5691;3771
1000010901;332105;TL;;12889;12889
1000010900;332096;TL;;12888;12888
1000010899;332090;TL;;12887;12887
1000010898;332083;TK;cinema;5000345;
1000010897;332076;TL;;12886;12886
1000010896;332070;TL;;12885;12885
1000010895;332061;TL;;12884;12884
1000010894;332052;TL;;12883;12883
1000010893;332046;TL;;12882;12882
1000010892;332038;TK;cinema;5000344;
1000010891;332030;TL;;12881;12881
1000010890;332019;BU;;3109;H73CRH
1000010889;332007;HO;;CM_VNLINK5405;
1000010888;332000;HO;;CM_VNLINK5404;4844
1000010887;331992;BU;;3108;C44850
1000010886;331974;FI;;119950;TE_66E90
1000010885;331961;HO;;CM_VNLINK5403;4843
1000010868;331932;HO;;CM_VNLINK5384;4824
1000010867;331921;HO;;CM_VNLINK5383;4823
1000010866;331910;GA;;2862;
1000010865;331900;GA;;2861;
1000010858;331891;HO;;CM_VNLINK5365;
1000010857;331884;HO;;CM_VNLINK5364;
1000010856;331877;HO;;CM_VNLINK5363;
1000010855;331869;TK;cinema;5000324;
1000010854;331862;TL;;12862;12862
1000010853;331856;TL;;12861;12861
1000010852;331850;TL;;12842;12842
1000010851;331836;FI;;119930;TE_72C70
1000010850;331829;TL;;12841;12841
1000010849;331823;BU;;3098;FT73KE
1000010848;331807;TK;;5000304;
1000010847;331792;GO;;5671;3751
1000010846;331784;BU;;3097;7DUGH0
1000010845;331772;GA;;2844;
1000010844;331765;BU;;3096;821ILX
1000010843;331757;TL;;12825;12825
1000010842;331747;GA;;2843;
1000010841;331741;BU;;3095;D1KQS9
1000010840;331734;TL;;12824;12824
1000010839;331728;GA;;2842;
1000010838;331722;BU;;3093;HRU2F2
1000010837;331715;HO;;CM_VNLINK5351;
1000010836;331708;HO;;CM_VNLINK5350;
1000010835;331701;BU;;3092;D31R25
1000010834;331690;HO;;CM_VNLINK5349;4784
1000010833;331683;BU;;3091;58CB54
1000010832;331661;HO;;CM_VNLINK5346;4783
1000010832;331658;HO;;CM_VNLINK5345;4783
1000010832;331652;HO;;CM_VNLINK5343;4783
1000010832;331667;HO;;CM_VNLINK5348;4783
1000010832;331655;HO;;CM_VNLINK5344;4783
1000010832;331664;HO;;CM_VNLINK5347;4783
1000010831;331645;TL;;12823;12823
1000010830;331639;TL;;12822;12822
1000010829;331633;TL;;12821;12821
1000010828;331625;BU;;3090;7LYW31
1000010827;331615;BU;;3089;2M7S7H
1000010826;331606;BU;;3088;4899S1
1000010825;331594;GA;;2841;
1000010824;331588;FI;;119915;TE_A8AF0
1000010823;331581;FI;;119910;TE_36190
1000010822;331574;FI;;119905;TE_A0840
1000010821;331565;TK;cinema;5000292;
1000010820;331553;GO;;5651;3731
1000010819;331538;FI;;119895;TE_DC0E0
1000010819;331541;FI;;119900;TE_DC0E1
1000010818;331531;TK;;5000291;
1000010817;331520;TK;;5000290;
1000010816;331509;FI;;119890;TE_482E0
1000010815;331499;TK;cinema;5000289;
1000010814;331485;TK;;5000288;
1000010813;331476;TK;cinema;5000287;
1000010812;331464;GA;;2825;
1000010811;331454;GA;;2824;
1000010810;331443;TK;;5000286;
1000010809;331432;GA;;2823;
1000010808;331424;TK;cinema;5000285;
1000010807;331414;TK;cinema;5000284;
1000010806;331406;GA;;2822;
1000010805;331400;GA;;2821;
1000010791;331384;TL;;12802;12802
1000010790;331374;GA;;2802;
1000010789;331364;FI;;119881;TE_AA0D0
1000010788;331357;TK;;5000267;
1000010787;331351;TK;;5000266;
1000010786;331341;GO;;5633;3713
1000010785;331330;HO;;CM_VNLINK5325;4765
1000010784;331319;TL;;12801;12801
1000010783;331301;GA;;2801;
1000010782;331287;FI;;119876;TE_95A00
1000010781;331280;FI;;119870;TE_79E90
1000010780;331265;TK;;5000265;
1000010779;331251;GO;;5632;3712
1000010778;331236;HO;;CM_VNLINK5324;4764
1000010777;331220;TK;;5000264;
1000010776;331205;GO;;5631;3711
1000010775;331190;HO;;CM_VNLINK5323;4763
1000010774;331175;GO;;5622;3702
1000010773;331159;TK;;5000254;
1000010772;331143;TK;;5000253;
1000010771;331128;GO;;5621;3701
1000010770;331117;FI;;119846;TE_E7BB0
1000010769;331105;TK;;5000252;
1000010768;331090;GO;;5620;3700
1000010767;331075;HO;;CM_VNLINK5311;4751
1000010766;331064;FI;;119841;TE_9A0B0
1000010765;331052;TK;;5000251;
1000010764;331041;FI;;119836;TE_F35D0
1000010763;331029;TK;;5000250;
1000010762;331018;GO;;5619;3699
1000010761;331007;HO;;CM_VNLINK5310;4750
1000010760;330992;HO;;CM_VNLINK5309;4749
1000010759;330969;TK;;5000249;
1000010758;330963;TL;;12785;12785
1000010757;330957;TK;;5000248;
1000010756;330947;TL;;12784;12784
1000010755;330937;GA;;2785;
1000010754;330927;GA;;2784;
1000010753;330917;FI;;119830;TE_68F60
1000010752;330906;FI;;119825;TE_47C40
1000010751;330895;GA;;2783;
1000010750;330881;TK;;5000247;
1000010749;330875;TL;;12783;12783
1000010748;330865;TK;;5000246;
1000010747;330855;GO;;5618;3698
1000010746;330844;GO;;5617;3697
1000010745;330833;FI;;119820;TE_65DB0
1000010744;330822;GO;;5616;3696
1000010743;330811;HO;;CM_VNLINK5308;4748
1000010742;330800;HO;;CM_VNLINK5307;4747
1000010741;330788;TK;;5000245;
1000010740;330773;HO;;CM_VNLINK5306;4746
1000010739;330766;GO;;5615;3695
1000010738;330755;HO;;CM_VNLINK5305;4745
1000010737;330744;HO;;CM_VNLINK5304;4744
1000010736;330733;TL;;12782;12782
1000010735;330723;TL;;12781;12781
1000010734;330713;GA;;2782;
1000010733;330703;GA;;2781;
1000010732;330693;FI;;119815;TE_96900
1000010731;330682;FI;;119810;TE_F6230
1000010730;330671;TK;;5000244;
1000010729;330661;GO;;5614;3694
1000010728;330650;GO;;5613;3693
1000010727;330639;HO;;CM_VNLINK5303;4743
1000010726;330628;GO;;5612;3692
1000010725;330621;GO;;5611;3691
